Activity,Albums w/TEA w/SEA On-Demand,Albums w/TEA w/SEA On-Demand Audio,Albums w/ TEA,Total Album Sales,Physical Albums Sales,Digital Albums Sales,Digital Song Sales,Total Streaming On-Demand,Streaming On-Demand Audio,Streaming On-Demand Video,Total Streaming Programmed,Streaming Programmed Audio,Streaming Programmed Video,Airplay Spins,Airplay Audience
Week 1 2015 12/29/2014 - 01/04/2015,"10,766,038","9,262,420","8,153,657","5,366,054","2,778,049","2,588,005","27,876,023","3,918,572,645","1,663,144,665","2,255,427,980","96,554,630","96,479,205","75,425","3,320,636","15,502,310,200"
Week 2 2015 01/05/2015 - 01/11/2015,"9,120,776","7,672,802","6,473,222","4,218,470","2,197,277","2,021,193","22,547,522","3,971,331,015","1,799,370,379","2,171,960,636","102,018,118","101,964,060","54,058","3,240,919","14,860,203,400"
Week 3 2015 01/12/2015 - 01/18/2015,"9,361,819","7,802,006","6,541,149","4,425,561","2,310,350","2,115,211","21,155,886","4,231,004,545","1,891,285,911","2,339,718,634","104,701,945","104,635,856","66,089","3,196,151","14,559,797,500"
Week 4 2015 01/19/2015 - 01/25/2015,"9,610,618","7,981,516","6,680,287","4,642,472","2,422,453","2,220,019","20,378,148","4,395,496,764","1,951,843,880","2,443,652,884","91,538,937","91,474,753","64,184","3,174,187","14,466,039,800"
Week 5 2015 01/26/2015 - 02/01/2015,"9,316,467","7,605,957","6,258,730","4,287,809","2,310,019","1,977,790","19,709,212","4,586,605,058","2,020,840,918","2,565,764,140","113,505,850","113,431,943","73,907","3,172,184","14,356,551,400"
Week 6 2015 02/02/2015 - 02/08/2015,"9,891,895","8,174,086","6,809,202","4,661,930","2,611,885","2,050,045","21,472,722","4,624,039,019","2,047,326,518","2,576,712,501","114,911,248","114,846,980","64,268","3,160,541","14,319,951,100"
Week 7 2015 02/09/2015 - 02/15/2015,"11,513,171","9,743,013","8,362,566","6,055,335","3,210,345","2,844,989","23,072,313","4,725,907,392","2,070,670,926","2,655,236,466","115,815,965","115,756,712","59,253","3,111,350","14,093,401,200"
Week 8 2015 02/16/2015 - 02/22/2015,"10,043,472","8,250,662","6,872,884","4,730,914","2,540,558","2,190,356","21,419,706","4,755,881,682","2,066,666,231","2,689,215,451","115,201,729","115,142,725","59,004","3,156,867","14,318,666,200"
Week 9 2015 02/23/2015 - 03/01/2015,"10,321,105","8,481,249","7,081,375","4,994,564","2,704,239","2,290,325","20,868,111","4,859,594,695","2,099,810,725","2,759,783,970","130,735,202","130,678,595","56,607","3,168,619","14,384,708,800"
Week 10 2015 03/02/2015 - 03/08/2015,"10,102,295","8,261,681","6,815,752","4,755,048","2,620,861","2,134,187","20,607,038","4,929,814,877","2,168,893,813","2,760,921,064","139,153,802","139,094,753","59,049","3,155,393","14,102,834,100"
Week 11 2015 03/09/2015 - 03/15/2015,"9,917,968","8,041,463","6,610,274","4,648,143","2,613,091","2,035,052","19,621,306","4,961,541,409","2,146,784,026","2,814,757,383","139,338,034","139,270,598","67,436","3,149,763","13,684,473,400"
Week 12 2015 03/16/2015 - 03/22/2015,"10,085,092","8,179,513","6,763,090","4,805,012","2,565,159","2,239,854","19,580,779","4,983,002,164","2,124,634,636","2,858,367,528","132,649,575","132,582,326","67,249","3,147,733","13,670,731,100"
Week 13 2015 03/23/2015 - 03/29/2015,"9,954,998","7,948,933","6,414,547","4,456,737","2,529,210","1,927,527","19,578,104","5,310,676,511","2,301,578,392","3,009,098,119","150,907,267","150,842,683","64,584","3,154,990","13,538,239,100"
Week 14 2015 03/30/2015 - 04/05/2015,"10,871,498","8,846,637","7,263,865","5,087,468","2,888,461","2,199,007","21,763,970","5,411,450,607","2,374,158,637","3,037,291,970","150,230,568","150,174,800","55,768","3,224,377","13,819,958,100"
Week 15 2015 04/06/2015 - 04/12/2015,"9,913,331","7,905,548","6,333,825","4,235,768","2,366,529","1,869,238","20,980,573","5,369,258,538","2,357,585,145","3,011,673,393","153,078,401","153,025,608","52,793","3,175,297","13,901,866,200"
Week 16 2015 04/13/2015 - 04/19/2015,"10,175,411","8,189,179","6,608,781","4,582,872","2,589,518","1,993,354","20,259,084","5,349,944,932","2,370,596,743","2,979,348,189","169,671,933","169,629,603","42,330","3,147,504","13,931,038,400"
Week 17 2015 04/20/2015 - 04/26/2015,"9,903,755","7,886,244","6,297,576","4,354,062","2,441,109","1,912,953","19,435,133","5,409,268,456","2,383,003,104","3,026,265,352","181,467,368","181,422,955","44,413","3,153,147","13,940,344,900"
Week 18 2015 04/27/2015 - 05/03/2015,"9,779,181","7,809,787","6,210,365","4,347,792","2,521,303","1,826,489","18,625,735","5,353,223,065","2,399,132,528","2,954,090,537","181,302,944","181,258,322","44,622","3,162,197","13,923,000,900"
Week 19 2015 05/04/2015 - 05/10/2015,"10,242,106","8,214,624","6,597,815","4,714,938","2,745,514","1,969,424","18,828,769","5,466,437,038","2,425,213,675","3,041,223,363","181,703,640","181,660,955","42,685","3,146,578","14,042,693,800"
Week 20 2015 05/11/2015 - 05/17/2015,"9,726,372","7,734,205","6,129,268","4,173,117","2,295,281","1,877,836","19,561,509","5,395,656,255","2,407,405,545","2,988,250,710","178,602,702","178,559,119","43,583","3,150,577","14,138,913,600"
Week 21 2015 05/18/2015 - 05/24/2015,"10,037,865","7,923,731","6,323,547","4,317,608","2,337,134","1,980,474","20,059,390","5,571,477,638","2,400,275,451","3,171,202,187","181,657,823","181,611,658","46,165","3,148,270","14,103,293,900"
Week 22 2015 05/25/2015 - 05/31/2015,"9,527,983","7,444,687","5,874,917","3,980,394","2,141,298","1,839,096","18,945,230","5,479,599,295","2,354,656,192","3,124,943,103","178,208,978","178,160,627","48,351","3,194,314","14,638,339,600"
Week 23 2015 06/01/2015 - 06/07/2015,"9,818,021","7,733,486","6,105,756","4,218,555","2,289,018","1,929,537","18,872,012","5,568,397,817","2,441,593,949","3,126,803,868","183,315,506","183,277,421","38,085","3,202,852","14,724,393,400"
Week 24 2015 06/08/2015 - 06/14/2015,"9,770,368","7,617,999","5,999,613","4,128,874","2,303,143","1,825,731","18,707,397","5,656,131,534","2,427,579,027","3,228,552,507","176,861,201","176,821,060","40,141","3,164,067","14,539,475,500"
Week 25 2015 06/15/2015 - 06/21/2015,"10,038,216","7,895,907","6,299,361","4,427,897","2,542,634","1,885,263","18,714,642","5,608,281,979","2,394,817,705","3,213,464,274","175,433,419","175,397,139","36,280","3,149,272","14,438,579,500"
Week 26 2015 06/22/2015 - 06/28/2015,"9,929,798","7,742,191","6,112,765","4,219,860","2,286,273","1,933,587","18,929,046","5,725,550,040","2,444,139,482","3,281,410,558","177,035,270","177,017,504","17,766","3,173,438","14,646,820,900"
Week 27 2015 06/29/2015 - 07/09/2015,"14,816,762","11,395,146","8,644,871","5,802,549","2,920,022","2,882,527","28,423,223","9,257,835,994","4,125,412,518","5,132,423,476","277,806,672","277,757,610","49,062","5,070,974","24,177,667,100"
Week 28 2015 07/10/2015 - 07/16/2015,"9,621,064","7,387,624","5,573,654","3,826,258","2,173,946","1,652,312","17,473,961","6,071,115,157","2,720,954,722","3,350,160,435","179,726,700","179,694,845","31,855","3,215,176","15,011,184,600"
Week 29 2015 07/17/2015 - 07/23/2015,"10,100,755","7,808,288","5,938,572","4,183,785","2,434,217","1,749,568","17,547,874","6,243,274,867","2,804,573,664","3,438,701,203","184,917,409","184,891,807","25,602","3,186,557","14,827,962,200"
Week 30 2015 07/24/2015 - 07/30/2015,"9,733,708","7,383,973","5,500,495","3,788,995","2,135,340","1,653,655","17,115,000","6,349,819,082","2,825,217,024","3,524,602,058","180,725,187","180,695,745","29,442","3,213,487","14,863,439,900"
Week 31 2015 07/31/2015 - 08/06/2015,"9,893,618","7,540,331","5,589,595","3,835,846","2,236,760","1,599,086","17,537,494","6,456,033,907","2,926,104,335","3,529,929,572","160,111,156","160,075,563","35,593","3,231,246","14,943,931,700"
Week 32 2015 08/07/2015 - 08/13/2015,"10,352,021","8,017,260","6,024,418","4,367,716","2,419,505","1,948,211","16,567,021","6,491,404,319","2,989,263,060","3,502,141,259","160,606,753","160,571,409","35,344","3,214,275","14,875,470,500"
Week 33 2015 08/14/2015 - 08/20/2015,"9,909,445","7,512,935","5,563,204","3,923,013","2,200,576","1,722,437","16,401,910","6,519,361,942","2,924,596,024","3,594,765,918","147,825,123","147,790,160","34,963","3,196,922","14,762,888,100"
Week 34 2015 08/21/2015 - 08/27/2015,"9,793,163","7,450,820","5,432,001","3,865,597","2,230,428","1,635,169","15,664,041","6,541,742,414","3,028,227,850","3,513,514,564","169,119,655","169,084,083","35,572","3,197,746","14,778,298,800"
Week 35 2015 08/28/2015 - 09/03/2015,"10,146,143","7,817,774","5,735,794","4,038,371","2,211,804","1,826,567","16,974,230","6,615,523,631","3,122,970,144","3,492,553,487","159,137,043","159,108,722","28,321","3,203,308","14,769,032,000"
Week 36 2015 09/04/2015 - 09/10/2015,"9,899,027","7,509,858","5,452,610","3,839,783","2,177,442","1,662,341","16,128,270","6,669,626,233","3,085,872,245","3,583,753,988","155,369,736","155,350,806","18,930","3,220,333","15,025,623,500"
Week 37 2015 09/11/2015 - 09/17/2015,"9,581,868","7,238,680","5,123,758","3,602,601","2,071,798","1,530,803","15,211,572","6,687,165,539","3,172,382,669","3,514,782,870","143,312,285","143,294,253","18,032","3,187,508","14,730,270,500"
Week 38 2015 09/18/2015 - 09/24/2015,"10,251,351","7,892,436","5,725,131","4,221,781","2,191,805","2,029,976","15,033,502","6,789,329,704","3,250,957,263","3,538,372,441","158,574,544","158,545,412","29,132","3,160,219","14,614,593,800"
Week 39 2015 09/25/2015 - 10/01/2015,"10,062,364","7,715,609","5,396,051","3,931,875","2,185,225","1,746,650","14,641,763","6,999,468,770","3,479,336,747","3,520,132,023","157,694,844","157,672,999","21,845","3,199,209","14,750,723,400"
Week 40 2015 10/02/2015 - 10/08/2015,"9,905,239","7,499,305","5,240,493","3,786,704","2,225,115","1,561,589","14,537,888","6,997,119,310","3,388,218,375","3,608,900,935","268,743,498","268,715,701","27,797","3,214,141","14,839,386,800"
Week 41 2015 10/09/2015 - 10/15/2015,"9,643,053","7,323,814","5,070,365","3,621,016","2,125,469","1,495,547","14,493,496","6,859,031,088","3,380,172,958","3,478,858,130","275,378,839","275,349,745","29,094","3,187,850","14,697,730,000"
Week 42 2015 10/16/2015 - 10/22/2015,"9,761,841","7,464,899","5,185,061","3,746,649","2,116,206","1,630,443","14,384,119","6,865,170,074","3,419,756,443","3,445,413,631","308,889,768","308,861,585","28,183","3,197,816","14,768,489,000"
Week 43 2015 10/23/2015 - 10/29/2015,"10,083,566","7,751,975","5,433,632","3,898,174","2,283,443","1,614,732","15,354,579","6,974,900,758","3,477,513,943","3,497,386,815","277,859,859","277,829,541","30,318","3,200,895","14,760,855,800"
Week 44 2015 10/30/2015 - 11/05/2015,"10,211,772","7,882,154","5,644,520","4,095,554","2,295,155","1,800,398","15,489,665","6,850,878,329","3,356,450,660","3,494,427,669","225,757,705","225,730,775","26,930","3,230,925","14,848,291,400"
Week 45 2015 11/06/2015 - 11/12/2015,"10,302,557","7,946,971","5,698,428","4,161,319","2,566,305","1,595,014","15,371,088","6,906,194,359","3,372,814,385","3,533,379,974","211,416,086","211,385,050","31,036","3,203,610","14,786,543,000"
Week 46 2015 11/13/2015 - 11/19/2015,"11,233,611","8,934,190","6,621,874","5,179,379","2,934,869","2,244,510","14,424,954","6,917,605,880","3,468,473,444","3,449,132,436","174,767,100","174,736,770","30,330","3,189,076","14,799,417,600"
Week 47 2015 11/20/2015 - 11/26/2015,"14,678,610","12,213,485","9,940,299","8,364,307","4,933,500","3,430,806","15,759,927","7,107,465,784","3,409,777,853","3,697,687,931","137,818,299","137,781,627","36,672","3,243,098","15,157,884,200"
Week 48 2015 11/27/2015 - 12/03/2015,"12,685,340","10,500,948","8,273,125","6,877,993","4,908,421","1,969,572","13,951,328","6,618,322,614","3,341,733,844","3,276,588,770","157,193,010","157,167,277","25,733","3,264,613","15,300,515,600"
Week 49 2015 12/04/2015 - 12/10/2015,"13,397,852","11,032,015","8,564,220","7,138,308","5,095,604","2,042,704","14,259,118","7,250,448,698","3,701,693,325","3,548,755,373","159,452,567","159,420,594","31,973","3,242,820","15,168,244,000"
Week 50 2015 12/11/2015 - 12/17/2015,"14,086,535","11,689,460","9,211,000","7,735,203","5,991,887","1,743,317","14,757,971","7,313,302,217","3,717,689,058","3,595,613,159","159,823,752","159,794,098","29,654","3,227,635","15,134,173,500"
Week 51 2015 12/18/2015 - 12/24/2015,"17,349,329","14,785,141","12,411,673","10,699,782","8,528,767","2,171,016","17,118,903","7,406,485,189","3,560,202,628","3,846,282,561","164,175,063","164,140,800","34,263","3,302,381","15,668,707,800"
Week 52 2015 12/25/2015 - 12/31/2015,"13,275,979","10,875,839","8,658,762","5,801,796","3,077,445","2,724,351","28,569,660","6,925,825,673","3,325,615,353","3,600,210,320","147,738,730","147,703,294","35,436","3,331,243","15,796,562,200"
Week 1 2016 01/01/2016 - 01/07/2016,"10,349,530","8,106,424","5,974,913","4,054,408","2,219,092","1,835,316","19,205,044","6,561,926,148","3,197,267,285","3,364,658,863","143,350,869","143,319,787","31,082","3,377,486","15,880,564,700"
Week 2 2016 01/08/2016 - 01/14/2016,"10,185,723","7,826,235","5,436,118","3,740,139","2,055,035","1,685,105","16,959,788","7,124,407,422","3,585,175,678","3,539,231,744","153,637,248","153,606,945","30,303","3,297,232","15,361,413,500"
Week 3 2016 01/15/2016 - 01/21/2016,"10,456,812","8,015,155","5,608,149","4,004,307","2,163,407","1,840,900","16,038,428","7,272,993,667","3,610,508,078","3,662,485,589","153,947,131","153,916,645","30,486","3,259,196","15,360,616,900"
Week 4 2016 01/22/2016 - 01/28/2016,"9,844,368","7,381,993","4,911,407","3,415,624","1,896,568","1,519,056","14,957,835","7,399,441,521","3,705,879,006","3,693,562,515","151,951,328","151,916,948","34,380","3,245,587","15,288,048,400"
Week 5 2016 01/29/2016 - 02/04/2016,"10,733,979","8,291,721","5,614,213","4,042,708","2,228,839","1,813,869","15,715,058","7,679,648,429","4,016,260,933","3,663,387,496","161,400,283","161,367,297","32,986","3,262,025","15,361,186,500"
Week 6 2016 02/05/2016 - 02/11/2016,"10,875,076","8,475,400","5,770,991","4,199,184","2,416,361","1,782,823","15,718,078","7,656,126,795","4,056,612,494","3,599,514,301","158,485,739","158,453,463","32,276","3,218,899","15,149,225,100"
Week 7 2016 02/12/2016 - 02/18/2016,"11,436,969","8,966,354","6,251,339","4,495,346","2,709,987","1,785,358","17,559,932","7,778,444,174","4,072,522,826","3,705,921,348","157,792,131","157,756,985","35,146","3,216,641","15,205,732,100"
Week 8 2016 02/19/2016 - 02/25/2016,"10,838,616","8,365,532","5,588,265","4,017,541","2,444,075","1,573,467","15,707,231","7,875,526,777","4,165,901,390","3,709,625,387","166,225,145","166,190,775","34,370","3,219,833","15,139,501,200"
Week 9 2016 02/26/2016 - 03/03/2016,"10,901,423","8,422,109","5,621,569","4,112,563","2,481,567","1,630,995","15,090,062","7,919,781,312","4,200,810,612","3,718,970,700","164,105,655","164,070,581","35,074","3,245,113","14,703,364,700"
Week 10 2016 03/04/2016 - 03/10/2016,"10,912,485","8,394,957","5,573,575","4,086,244","2,396,544","1,689,700","14,873,313","8,008,365,000","4,232,072,247","3,776,292,753","165,909,927","165,877,258","32,669","3,238,862","14,680,196,800"
Week 11 2016 03/11/2016 - 03/17/2016,"10,557,611","8,083,932","5,255,416","3,791,847","2,281,090","1,510,757","14,635,694","7,953,292,137","4,242,773,354","3,710,518,783","170,174,534","170,143,754","30,780","3,178,846","14,435,184,400"
Week 12 2016 03/18/2016 - 03/24/2016,"10,519,818","8,083,626","5,263,805","3,808,585","2,308,214","1,500,371","14,552,203","7,884,019,495","4,229,730,424","3,654,289,071","166,074,076","166,043,742","30,334","3,197,362","14,289,191,200"
Week 13 2016 03/25/2016 - 03/31/2016,"10,942,493","8,490,727","5,580,648","3,884,905","2,256,591","1,628,314","16,957,428","8,042,767,354","4,365,119,134","3,677,648,220","163,300,406","163,269,132","31,274","3,236,308","14,509,580,100"
Week 14 2016 04/01/2016 - 04/07/2016,"10,980,887","8,492,830","5,486,899","3,842,762","2,250,441","1,592,321","16,441,372","8,240,982,185","4,508,896,540","3,732,085,645","168,444,589","168,419,665","24,924","3,240,545","14,564,930,600"
Week 15 2016 04/08/2016 - 04/14/2016,"10,773,946","8,250,508","5,197,725","3,656,634","2,162,765","1,493,870","15,410,911","8,364,330,868","4,579,174,477","3,785,156,391","171,460,384","171,432,772","27,612","3,216,446","15,005,509,400"
Week 16 2016 04/15/2016 - 04/21/2016,"11,241,185","8,738,703","5,682,866","4,130,277","2,493,478","1,636,799","15,525,892","8,337,478,294","4,583,755,585","3,753,722,709","176,259,141","176,231,948","27,193","3,208,489","14,944,809,800"
Week 17 2016 04/22/2016 - 04/28/2016,"11,939,272","9,441,007","6,284,549","4,509,762","2,112,373","2,397,389","17,747,879","8,482,083,894","4,734,685,885","3,747,398,009","172,192,232","172,158,821","33,411","3,205,106","14,911,419,500"
Week 18 2016 04/29/2016 - 05/05/2016,"12,251,502","9,752,866","6,454,094","4,923,862","2,396,568","2,527,294","15,302,317","8,696,112,421","4,948,158,667","3,747,953,754","168,490,496","168,460,446","30,050","3,209,547","14,955,457,900"
Week 19 2016 05/06/2016 - 05/12/2016,"11,534,837","9,033,307","5,815,950","4,292,727","2,524,637","1,768,091","15,232,223","8,578,331,060","4,826,035,277","3,752,295,783","168,449,270","168,420,215","29,055","3,230,372","15,205,422,200"
Week 20 2016 05/13/2016 - 05/19/2016,"10,973,254","8,486,779","5,264,065","3,770,496","2,191,094","1,579,402","14,935,689","8,563,784,271","4,834,071,548","3,729,712,723","294,051,630","294,022,605","29,025","3,213,399","15,074,414,600"
Week 21 2016 05/20/2016 - 05/26/2016,"11,078,990","8,597,640","5,349,299","3,832,849","2,226,756","1,606,093","15,164,502","8,594,536,800","4,872,511,827","3,722,024,973","289,900,119","289,869,850","30,269","3,198,950","15,044,438,800"
Week 22 2016 05/27/2016 - 06/02/2016,"10,407,646","7,976,104","4,804,127","3,469,329","2,010,878","1,458,451","13,347,981","8,405,278,807","4,757,965,777","3,647,313,030","270,901,234","270,871,155","30,079","3,247,412","15,363,928,500"
Week 23 2016 06/03/2016 - 06/09/2016,"10,646,854","8,224,839","5,011,155","3,617,462","2,116,498","1,500,964","13,936,928","8,453,548,775","4,820,526,255","3,633,022,520","275,214,237","275,188,456","25,781","3,240,001","15,226,794,400"
Week 24 2016 06/10/2016 - 06/16/2016,"10,546,999","8,185,613","5,000,400","3,574,922","2,097,315","1,477,607","14,254,780","8,319,898,854","4,777,819,976","3,542,078,878","271,752,129","271,728,586","23,543","3,210,034","15,120,862,400"
Week 25 2016 06/17/2016 - 06/23/2016,"10,743,480","8,411,678","5,217,890","3,758,451","2,220,009","1,538,442","14,594,391","8,288,385,473","4,790,682,007","3,497,703,466","268,580,331","268,557,209","23,122","3,216,211","15,077,831,500"
Week 26 2016 06/24/2016 - 06/30/2016,"10,371,942","8,011,924","4,764,566","3,321,576","1,903,584","1,417,992","14,429,906","8,411,063,579","4,871,036,246","3,540,027,333","271,393,048","271,370,277","22,771","3,236,080","15,418,877,600"
Week 27 2016 07/01/2016 - 07/07/2016,"9,912,190","7,990,416","4,802,894","3,445,483","2,062,841","1,382,641","13,574,111","7,663,944,263","4,781,284,303","2,882,659,960","260,100,604","260,073,462","27,142","3,305,910","15,970,496,200"
Week 28 2016 07/08/2016 - 07/14/2016,"9,639,132","7,718,329","4,522,287","3,209,566","1,915,291","1,294,275","13,127,209","7,675,267,519","4,794,063,202","2,881,204,317","265,113,771","265,090,160","23,611","3,282,911","15,656,813,100"
Week 29 2016 07/15/2016 - 07/21/2016,"9,934,469","7,962,239","4,650,094","3,283,286","1,923,006","1,360,280","13,668,076","7,926,563,360","4,968,217,896","2,958,345,464","286,624,521","286,603,674","20,847","3,273,406","15,513,859,400"
Week 30 2016 07/22/2016 - 07/28/2016,"9,891,373","7,891,564","4,543,837","3,211,506","1,920,542","1,290,965","13,323,309","8,021,304,573","5,021,590,258","2,999,714,315","286,706,491","286,686,209","20,282","3,289,994","15,561,722,700"
Week 31 2016 07/29/2016 - 08/04/2016,"10,237,509","8,224,798","4,825,143","3,475,229","2,047,052","1,428,177","13,499,145","8,118,549,386","5,099,481,605","3,019,067,781","292,972,919","292,952,134","20,785","3,287,630","15,586,737,400"
Week 32 2016 08/05/2016 - 08/11/2016,"10,191,327","8,177,809","4,809,053","3,504,642","2,053,867","1,450,775","13,044,115","8,073,411,049","5,053,133,517","3,020,277,532","285,249,189","285,231,588","17,601","3,290,568","15,511,948,000"
Week 33 2016 08/12/2016 - 08/18/2016,"9,976,827","7,985,593","4,614,229","3,340,769","1,963,950","1,376,819","12,734,604","8,043,896,700","5,057,045,878","2,986,850,822","287,309,397","287,289,192","20,205","3,253,284","15,248,578,000"
Week 34 2016 08/19/2016 - 08/25/2016,"10,388,537","8,390,628","4,891,893","3,630,582","1,950,158","1,680,424","12,613,116","8,244,965,673","5,248,102,004","2,996,863,669","292,525,511","292,505,449","20,062","3,269,097","15,320,283,400"
Week 35 2016 08/26/2016 - 09/01/2016,"10,651,453","8,537,773","4,997,882","3,741,365","2,129,106","1,612,260","12,565,166","8,480,355,932","5,309,836,241","3,170,519,691","276,850,311","276,830,391","19,920","3,279,599","15,333,801,400"
Week 36 2016 09/02/2016 - 09/08/2016,"10,191,821","8,068,743","4,594,833","3,378,084","1,958,186","1,419,898","12,167,485","8,395,482,941","5,210,865,055","3,184,617,886","286,042,395","286,022,825","19,570","3,316,450","15,563,321,600"
Week 37 2016 09/09/2016 - 09/15/2016,"10,330,888","8,210,774","4,661,357","3,470,225","2,029,491","1,440,734","11,911,324","8,504,295,273","5,324,125,241","3,180,170,032","295,073,787","295,053,821","19,966","3,277,286","15,284,053,600"
Week 38 2016 09/16/2016 - 09/22/2016,"10,204,167","8,063,942","4,480,679","3,309,319","1,971,582","1,337,737","11,713,601","8,585,231,647","5,374,894,953","3,210,336,694","290,551,676","290,532,298","19,378","3,253,340","15,122,239,800"
Week 39 2016 09/23/2016 - 09/29/2016,"10,193,501","8,051,360","4,477,019","3,363,770","2,014,516","1,349,253","11,132,495","8,574,723,268","5,361,510,617","3,213,212,651","256,332,806","256,314,720","18,086","3,274,732","15,277,023,100"
Week 40 2016 09/30/2016 - 10/06/2016,"10,301,722","8,152,864","4,610,084","3,465,672","2,061,133","1,404,539","11,444,124","8,537,456,152","5,314,169,141","3,223,287,011","258,143,210","258,123,153","20,057","3,291,019","15,375,690,800"
Week 41 2016 10/07/2016 - 10/13/2016,"10,290,245","8,143,096","4,617,792","3,491,589","2,101,576","1,390,014","11,262,032","8,508,679,377","5,287,954,712","3,220,724,665","249,702,692","249,679,748","22,944","3,238,355","15,236,615,500"
Week 42 2016 10/14/2016 - 10/20/2016,"10,169,222","7,986,463","4,428,216","3,294,512","1,993,460","1,301,051","11,337,040","8,611,509,514","5,337,370,428","3,274,139,086","255,497,029","255,475,848","21,181","3,264,706","15,317,655,300"
Week 43 2016 10/21/2016 - 10/27/2016,"10,440,356","8,246,384","4,722,324","3,604,210","2,123,373","1,480,836","11,181,146","8,577,047,527","5,286,090,314","3,290,957,213","257,807,657","257,786,353","21,304","3,285,239","15,416,148,600"
Week 44 2016 10/28/2016 - 11/03/2016,"10,401,219","8,217,785","4,697,286","3,593,827","2,122,355","1,471,472","11,034,596","8,555,898,292","5,280,748,524","3,275,149,768","254,384,902","254,362,198","22,704","3,297,445","15,459,645,200"
Week 45 2016 11/04/2016 - 11/10/2016,"10,261,760","8,050,696","4,568,550","3,474,935","2,216,802","1,258,133","10,936,147","8,539,815,548","5,223,219,203","3,316,596,345","250,405,613","250,384,621","20,992","3,333,283","15,234,405,800"
Week 46 2016 11/11/2016 - 11/17/2016,"10,824,580","8,533,740","4,823,657","3,715,045","2,316,292","1,398,753","11,086,125","9,001,384,397","5,565,124,413","3,436,259,984","249,995,322","249,975,162","20,160","3,293,475","15,137,771,900"
Week 47 2016 11/18/2016 - 11/24/2016,"12,211,019","9,699,508","5,967,201","4,782,978","3,035,075","1,747,903","11,842,235","9,365,726,104","5,598,460,298","3,767,265,806","240,433,996","240,409,510","24,486","3,350,132","15,502,004,000"
Week 48 2016 11/25/2016 - 12/01/2016,"11,968,748","9,746,527","6,087,853","5,037,541","3,576,454","1,461,087","10,503,122","8,821,341,731","5,488,010,929","3,333,330,802","241,547,193","241,525,365","21,828","3,423,982","15,792,473,900"
Week 49 2016 12/02/2016 - 12/08/2016,"13,076,966","10,658,786","6,737,547","5,621,946","3,925,982","1,695,964","11,156,004","9,509,128,950","5,881,858,593","3,627,270,357","265,086,140","265,063,922","22,218","3,446,233","15,714,863,200"
Week 50 2016 12/09/2016 - 12/15/2016,"13,570,294","11,190,804","7,107,068","5,965,637","4,224,651","1,740,986","11,414,304","9,694,839,209","6,125,604,365","3,569,234,844","263,869,825","263,848,679","21,146","3,458,515","15,614,553,100"
Week 51 2016 12/16/2016 - 12/22/2016,"14,654,124","12,171,534","8,182,466","7,032,713","5,456,240","1,576,473","11,497,526","9,707,486,746","5,983,602,947","3,723,883,799","247,021,913","246,999,694","22,219","3,560,814","16,006,042,700"
Week 52 2016 12/23/2016 - 12/29/2016,"14,112,533","11,511,681","7,710,636","5,713,147","3,548,102","2,165,045","19,974,888","9,602,844,651","5,701,567,485","3,901,277,166","226,899,673","226,877,876","21,797","3,696,448","16,592,157,300"
Week 1 2017 12/30/2016 - 01/05/2017,"11,032,830","8,605,172","4,861,754","3,435,606","1,910,169","1,525,437","14,261,486","9,256,613,749","5,615,126,409","3,641,487,340","224,800,704","224,778,723","21,981","3,734,640","16,534,007,300"
Week 2 2017 01/06/2017 - 01/12/2017,"10,343,467","8,004,002","4,075,426","2,810,489","1,586,746","1,223,743","12,649,377","9,402,061,633","5,892,863,049","3,509,198,584","243,965,800","243,946,664","19,136","3,716,845","16,134,566,100"
Week 3 2017 01/13/2017 - 01/19/2017,"10,590,891","8,122,824","4,055,837","2,830,465","1,598,687","1,231,778","12,253,712","9,802,581,658","6,100,481,707","3,702,099,951","248,141,218","248,121,843","19,375","3,725,029","15,902,268,600"
Week 4 2017 01/20/2017 - 01/26/2017,"10,354,433","7,952,404","3,804,799","2,687,760","1,500,982","1,186,777","11,170,397","9,824,451,023","6,221,407,512","3,603,043,511","251,172,338","251,154,556","17,782","3,729,359","15,799,994,300"
Week 5 2017 01/27/2017 - 02/02/2017,"10,909,166","8,483,394","4,116,920","2,976,338","1,690,828","1,285,510","11,405,823","10,188,368,991","6,549,710,374","3,638,658,617","249,737,832","249,720,441","17,391","3,779,589","15,900,379,400"
Week 6 2017 02/03/2017 - 02/09/2017,"11,096,524","8,625,531","4,212,621","3,032,968","1,672,731","1,360,237","11,796,530","10,325,853,997","6,619,364,039","3,706,489,958","253,793,249","253,775,149","18,100","3,761,784","15,725,611,100"
Week 7 2017 02/10/2017 - 02/16/2017,"11,756,651","9,249,829","4,739,521","3,438,654","1,962,686","1,475,968","13,008,667","10,525,695,903","6,765,463,287","3,760,232,616","252,467,967","252,449,655","18,312","3,748,171","15,562,232,900"
Week 8 2017 02/17/2017 - 02/23/2017,"11,599,448","9,060,492","4,517,219","3,288,894","1,949,464","1,339,431","12,283,251","10,623,342,890","6,814,908,684","3,808,434,206","273,774,684","273,755,463","19,221","3,746,181","15,678,427,300"
Week 9 2017 02/24/2017 - 03/02/2017,"11,801,245","9,301,868","4,693,649","3,457,101","2,047,697","1,409,404","12,365,483","10,661,393,894","6,912,328,158","3,749,065,736","234,204,865","234,186,510","18,355","3,786,955","15,671,898,600"
